axle1_bearing_temp_c,axle1_vibration_g,axle1_motor_current_amp,axle2_bearing_temp_c,axle2_vibration_g,axle2_motor_current_amp,axle3_bearing_temp_c,axle3_vibration_g,axle3_motor_current_amp,axle4_bearing_temp_c,axle4_vibration_g,axle4_motor_current_amp,axle_lock_label
45.12417853825281,0.23775542451420548,650.0,45.02703336057186,0.2965871717956807,650.0,45.08636926303527,0.26739832492688664,650.0,44.64158595548297,0.23110400695416566,650.0,0
44.964900440003944,0.21787479060582898,650.0,45.23259719441659,0.2612519232017118,650.0,44.76974939861401,0.2535818624059523,650.0,45.25376472106539,0.23182535270227828,650.0,0
45.16078024259102,0.2977647913813349,650.0,44.8428262711948,0.25811477181255904,650.0,44.9177198627929,0.29504852903966655,650.0,45.39896398972113,0.2577562274658261,650.0,0
45.3785717438956,0.1804864895201792,650.0,44.91551341499986,0.21782533037513288,650.0,45.07450611439668,0.3094032906684101,650.0,44.84370213079802,0.2390720751917565,650.0,0
44.939409620151544,0.2489952891324948,650.0,44.692062572321916,0.2632492992130522,650.0,45.06234268487576,0.2670565146479906,650.0,45.567277650675905,0.18071583040698552,650.0,0
44.93953640494517,0.13530478145836847,650.0,45.23187377455882,0.2313709920310919,650.0,45.107894957099944,0.2738723673552787,650.0,44.39848062647084,0.2669710573813385,650.0,0
45.39300126567819,0.19652322049648507,650.0,45.082074422110125,0.21473410028047482,650.0,44.807644786783676,0.20744694440461034,650.0,45.02707127071151,0.2888901567191161,650.0,0
45.190187249518225,0.2184951149478118,650.0,45.27277690520615,0.310131506378703,650.0,45.087837743225,0.22048271721340423,650.0,44.71612234721196,0.2750575157335633,650.0,0
44.88108581239,0.31611506339712825,650.0,45.04967025966041,0.2201652605866342,650.0,44.986540428347794,0.22270058735191794,650.0,44.992361212532295,0.2527947310114151,650.0,0
45.1342207766078,0.29685018309228733,650.0,45.27434131950914,0.3326717316920841,650.0,45.1915505184245,0.2748010653677093,650.0,45.01613473733993,0.28450737058832476,650.0,0
44.8828494114123,0.23541390158753556,650.0,44.811881553545476,0.22737803633731082,650.0,45.26741384430035,0.206519450585409,650.0,44.97425421166879,0.35035347678809303,650.0,0
44.88240136877193,0.29878453397776344,650.0,45.24564372140711,0.18716794947128235,650.0,45.756141224018855,0.16175988654291684,650.0,44.68100046817996,0.2793119058848074,650.0,0
45.05944910010131,0.30568673393590967,650.0,44.89950480034639,0.28755833237197403,650.0,45.32636782318156,0.19143528237283808,650.0,45.03073554582197,0.2383650719657082,650.0,0
44.520762599102405,0.25555603903576524,650.0,44.99971564435441,0.24125051136312708,650.0,45.03058858597331,0.29022673688462336,650.0,45.00029646598161,0.29130128685339496,650.0,0
44.567985283123896,0.19400555935314145,650.0,45.18130361958391,0.18418354335876785,650.0,44.98976723123068,0.34702353289462884,650.0,45.054354465922096,0.32420108880935095,650.0,0
44.858772766200794,0.2515656278742927,650.0,45.581304959248,0.2746968057352309,650.0,44.76535845831565,0.30940881558679145,650.0,44.63355229268248,0.29329239230216453,650.0,0
44.74626061085414,0.2583008376637878,650.0,45.2044816093655,0.19789999319530072,650.0,44.771678522067766,0.2091029816245617,650.0,45.34096974576221,0.31459203980556616,650.0,0
