time_s,v_loco_kmh,axle1_speed_rads,axle2_speed_rads,axle3_speed_rads,axle4_speed_rads,axle1_slip_ratio,axle_lock_label,axle1_speed_noisy
0.0,30.000000000000004,15.432098765432098,15.432098765432098,15.432098765432098,15.432098765432098,0.0,0,15.373274162689603
0.010001000100010001,29.98307350794784,16.356219068950896,16.356219068950896,16.356219068950896,16.356219068950896,-0.06048133663188356,0,16.35226455873832
0.020002000200020003,29.99631966140347,16.148835130626793,16.148835130626793,16.148835130626793,16.148835130626793,-0.04657290788684901,0,16.174981459281117
0.030003000300030003,30.00951961553879,15.943245360952927,15.943245360952927,15.943245360952927,15.943245360952927,-0.03279457248106416,0,15.918819401757373
0.040004000400040006,30.02811785326359,15.535211060136318,15.535211060136318,15.535211060136318,15.535211060136318,-0.0057390359423636645,0,15.320578824008049
0.05000500050005001,30.040281280027504,15.368484907884975,15.368484907884975,15.368484907884975,15.368484907884975,0.005457559387372038,0,15.315890544913307
0.060006000600060005,30.04590309160076,15.447067445843006,15.447067445843006,15.447067445843006,15.447067445843006,0.0005592768115746962,0,15.356857855112008
0.07000700070007002,30.048276037578148,15.647483824075886,15.647483824075886,15.647483824075886,15.647483824075886,-0.012327912455347423,0,15.604027377293443
0.08000800080008001,30.06069423731103,15.471199678759493,15.471199678759493,15.471199678759493,15.471199678759493,-0.0005095670138720884,0,15.494798994217582
0.09000900090009001,30.076744137225127,15.158734117626684,15.158734117626684,15.158734117626684,15.158734117626684,0.02022044041017536,0,15.08229894440594
0.10001000100010002,30.073926720810775,15.553789361950052,15.553789361950052,15.553789361950052,15.553789361950052,-0.005408000103544249,0,15.595145165339654
0.11001100110011001,30.082778074354064,15.511259999737685,15.511259999737685,15.511259999737685,15.511259999737685,-0.002363856322053694,0,15.361591304694379
0.12001200120012001,30.084306849940518,15.743327939191323,15.743327939191323,15.743327939191323,15.743327939191323,-0.017308780502896772,0,15.596177142783638
0.13001300130013002,30.093947917439277,15.671182429189763,15.671182429189763,15.671182429189763,15.671182429189763,-0.012322435259174886,0,15.397738332066181
0.14001400140014003,30.091603360502283,16.04849810750948,16.04849810750948,16.04849810750948,16.04849810750948,-0.03677693565337739,0,16.08825984692772
0.15001500150015,30.10340120263102,15.895471467003327,15.895471467003327,15.895471467003327,15.895471467003327,-0.026488546056840905,0,15.967341892493188
0.16001600160016002,30.112753666382208,15.834144393463205,15.834144393463205,15.834144393463205,15.834144393463205,-0.022210623509232197,0,15.74328654979382
0.17001700170017003,30.12420561492754,15.694086448792104,15.694086448792104,15.694086448792104,15.694086448792104,-0.012783687857099353,0,15.747827754728828
0.18001800180018002,30.13405186514384,15.61424216402568,15.61424216402568,15.61424216402568,15.61424216402568,-0.007301869085073181,0,15.630353856295436
0.19001900190019003,30.137273051094606,15.782844087416356,15.782844087416356,15.782844087416356,15.782844087416356,-0.018069845069244313,0,15.773166015631496
0.20002000200020004,30.140150147368406,15.964339905813327,15.964339905813327,15.964339905813327,15.964339905813327,-0.029678904224397396,0,16.027172064118094
0.21002100210021002,30.14895179792309,15.923663698714785,15.923663698714785,15.923663698714785,15.923663698714785,-0.026755505059848424,0,15.971083351541973
0.22002200220022003,30.16905070538987,15.459339231825052,15.459339231825052,15.459339231825052,15.459339231825052,0.0038481568364770362,0,15.574252587848438
0.23002300230023004,30.171270993792835,15.665462327311161,15.665462327311161,15.665462327311161,15.665462327311161,-0.009359492033271008,0,15.618115105594313
0.24002400240024002,30.18172513376911,15.562816437412812,15.562816437412812,15.562816437412812,15.562816437412812,-0.002398471930963454,0,15.601979192227855
0.25002500250025006,30.194185414592507,15.384939048425538,15.384939048425538,15.384939048425538,15.384939048425538,0.009467515037352306,0,15.291468627080183
0.26002600260026004,30.192336175235322,15.743667104165832,15.743667104165832,15.743667104165832,15.743667104165832,-0.013690648940312859,0,15.722898158918
0.27002700270027,30.20133426882088,15.695618568105509,15.695618568105509,15.695618568105509,15.695618568105509,-0.010295844044786158,0,15.489645166358248
0.28002800280028006,30.202236425313224,15.951165095447527,15.951165095447527,15.951165095447527,15.951165095447527,-0.02671419787842432,0,15.983097720277332
0.29002900290029004,30.21958671651123,15.58990760651232,15.58990760651232,15.58990760651232,15.589907606536096,-0.002885336300813196,0,15.501330680686953
0.3000300030003,30.227815614413334,15.57070448775748,15.57070448775748,15.57070448775748,15.570704487979208,-0.0013773376918230335,0,15.613985623440216
0.31003100310031007,30.229358479919966,15.802226768667158,15.802226768667158,15.802226768667158,15.802226696529855,-0.016215043355769156,0,15.776018773464088
0.32003200320032005,30.2376616925188,15.780237324004258,15.780237324004258,15.780237324004258,15.780210336700769,-0.014522275889280345,0,15.743214008060667
0.33003300330033003,30.24864570953891,15.657731725756726,15.657731725756726,15.657731725756726,15.657622860951955,-0.00628076929977258,0,15.638364026322506
0.34003400340034007,30.255906835786213,15.727581651126329,15.727581651126329,15.727581651126329,15.516393169207523,-0.01052726317978477,0,15.6846243194441
0.35003500350035005,30.266615101096924,15.482181372125584,15.482181372125584,15.482181372125584,15.803852962622397,0.00559211901031676,0,15.396216412866332
0.36003600360036003,30.27360296501535,15.580308809362897,15.580308809362897,15.580308809362897,15.618789574212428,-0.0004795385736842993,0,15.643298179761214
0.37003700370037007,30.284756357084422,15.466648099432408,15.466648099432408,15.466648099432408,15.444256550562047,0.007184883682807585,0,15.503343248710987
0.38003800380038005,30.2858958331629,15.741662915641957,15.741662915641957,15.741662915641957,15.605771309284957,-0.010430494662771711,0,15.745106451081524
0.39003900390039004,30.295167345638927,15.65817649651966,15.65817649651966,15.65817649651966,15.622992289252887,-0.004764052363489258,0,15.774137892416123
0.4000400040004001,30.30619720770676,15.54217521611949,15.54217521611949,15.54217521611949,15.474001974352678,0.0030425654178419105,0,15.552190182884297
0.41004100410041006,30.311265048453826,15.628880864854455,15.628880864854455,15.628880864854455,15.611183846628617,-0.002351579609405858,0,15.62415739289024
0.42004200420042004,30.313954062178443,15.811655726121876,15.811655726121876,15.811655726121876,15.816986256551823,-0.013983813148657358,0,15.843108085307433
